head,relation,tail,label
D00139,DRUG_TARGET,hsa:1645,0.0
D00139,DRUG_TARGET,hsa:2185,0.0
D00139,DRUG_TARGET,hsa:1850,0.0
D00139,DRUG_TARGET,hsa:3749,0.0
D00139,DRUG_TARGET,hsa:51166,0.0
D00139,DRUG_TARGET,hsa:2100,0.0
D00139,DRUG_TARGET,hsa:3710,0.0
D00139,DRUG_TARGET,hsa:57657,0.0
D00225,DRUG_TARGET,hsa:5158,0.0
D00225,DRUG_TARGET,hsa:786,0.0
D00225,DRUG_TARGET,hsa:4758,0.0
D00225,DRUG_TARGET,hsa:8558,0.0
D00225,DRUG_TARGET,hsa:1018,0.0
D00225,DRUG_TARGET,hsa:38,0.0
D00225,DRUG_TARGET,hsa:5499,0.0
D00225,DRUG_TARGET,hsa:2673,0.0
D00225,DRUG_TARGET,hsa:3765,0.0
D00322,DRUG_TARGET,hsa:11266,0.0
D00322,DRUG_TARGET,hsa:3283,0.0
D00322,DRUG_TARGET,hsa:8399,0.0
D00322,DRUG_TARGET,hsa:1147,0.0
D00322,DRUG_TARGET,hsa:84706,0.0
D00322,DRUG_TARGET,hsa:54657,0.0
D00322,DRUG_TARGET,hsa:240,0.0
D00322,DRUG_TARGET,hsa:1139,0.0
D00322,DRUG_TARGET,hsa:2742,0.0
D00322,DRUG_TARGET,hsa:3615,0.0
D00380,DRUG_TARGET,hsa:983,0.0
D00380,DRUG_TARGET,hsa:5831,0.0
D00380,DRUG_TARGET,hsa:1384,0.0
D00380,DRUG_TARGET,hsa:773,0.0
D00380,DRUG_TARGET,hsa:6241,0.0
D00380,DRUG_TARGET,hsa:51,0.0
D00380,DRUG_TARGET,hsa:30,0.0
D00380,DRUG_TARGET,hsa:5143,0.0
D00394,DRUG_TARGET,hsa:9312,0.0
D00394,DRUG_TARGET,hsa:2742,0.0
D00394,DRUG_TARGET,hsa:93,0.0
D00394,DRUG_TARGET,hsa:327,0.0
D00394,DRUG_TARGET,hsa:26251,0.0
D00394,DRUG_TARGET,hsa:2049,0.0
D00394,DRUG_TARGET,hsa:5601,0.0
D00394,DRUG_TARGET,hsa:32,0.0
D00394,DRUG_TARGET,hsa:79001,0.0
D00394,DRUG_TARGET,hsa:7298,0.0
D00410,DRUG_TARGET,hsa:189,0.0
D00410,DRUG_TARGET,hsa:3350,0.0
D00410,DRUG_TARGET,hsa:2638,0.0
D00410,DRUG_TARGET,hsa:2159,0.0
D00410,DRUG_TARGET,hsa:10720,0.0
D00410,DRUG_TARGET,hsa:55811,0.0
D00410,DRUG_TARGET,hsa:8558,0.0
D00410,DRUG_TARGET,hsa:79001,0.0
D00410,DRUG_TARGET,hsa:4986,0.0
D00416,DRUG_TARGET,hsa:3710,0.0
D00416,DRUG_TARGET,hsa:9254,0.0
D00416,DRUG_TARGET,hsa:2101,0.0
D00416,DRUG_TARGET,hsa:51004,0.0
D00416,DRUG_TARGET,hsa:2241,0.0
D00416,DRUG_TARGET,hsa:25796,0.0
D00416,DRUG_TARGET,hsa:5740,0.0
D00416,DRUG_TARGET,hsa:2548,0.0
D00416,DRUG_TARGET,hsa:1141,0.0
D00416,DRUG_TARGET,hsa:5241,0.0
D00512,DRUG_TARGET,hsa:2918,0.0
D00512,DRUG_TARGET,hsa:7201,0.0
D00512,DRUG_TARGET,hsa:2673,0.0
D00512,DRUG_TARGET,hsa:1145,0.0
D00512,DRUG_TARGET,hsa:3775,0.0
D00512,DRUG_TARGET,hsa:3759,0.0
D00512,DRUG_TARGET,hsa:219,0.0
D00512,DRUG_TARGET,hsa:2595,0.0
D00512,DRUG_TARGET,hsa:5624,0.0
D00512,DRUG_TARGET,hsa:55902,0.0
D00528,DRUG_TARGET,hsa:5550,0.0
D00528,DRUG_TARGET,hsa:81033,0.0
D00528,DRUG_TARGET,hsa:1890,0.0
D00528,DRUG_TARGET,hsa:1675,0.0
D00528,DRUG_TARGET,hsa:5598,0.0
D00528,DRUG_TARGET,hsa:1080,0.0
D00528,DRUG_TARGET,hsa:1621,0.0
D00567,DRUG_TARGET,hsa:5151,0.0
D00567,DRUG_TARGET,hsa:1734,0.0
D00567,DRUG_TARGET,hsa:5137,0.0
D00567,DRUG_TARGET,hsa:4985,0.0
D00567,DRUG_TARGET,hsa:51095,0.0
D00567,DRUG_TARGET,hsa:2261,0.0
D00567,DRUG_TARGET,hsa:5031,0.0
D00567,DRUG_TARGET,hsa:5605,0.0
D00567,DRUG_TARGET,hsa:54577,0.0
D00567,DRUG_TARGET,hsa:5599,0.0
D00574,DRUG_TARGET,hsa:5624,0.0
D00574,DRUG_TARGET,hsa:1138,0.0
D00574,DRUG_TARGET,hsa:57053,0.0
D00574,DRUG_TARGET,hsa:10,0.0
D00574,DRUG_TARGET,hsa:1432,0.0
D00574,DRUG_TARGET,hsa:5053,0.0
D00574,DRUG_TARGET,hsa:5096,0.0
D00574,DRUG_TARGET,hsa:9955,0.0
D00574,DRUG_TARGET,hsa:28227,0.0
D00593,DRUG_TARGET,hsa:10295,0.0
D00593,DRUG_TARGET,hsa:8972,0.0
D00593,DRUG_TARGET,hsa:7075,0.0
D00593,DRUG_TARGET,hsa:1363,0.0
D00593,DRUG_TARGET,hsa:5096,0.0
D00593,DRUG_TARGET,hsa:5732,0.0
D00593,DRUG_TARGET,hsa:2242,0.0
D00593,DRUG_TARGET,hsa:3769,0.0
D00593,DRUG_TARGET,hsa:9971,0.0
D00593,DRUG_TARGET,hsa:3750,0.0
D00882,DRUG_TARGET,hsa:5607,0.0
D00882,DRUG_TARGET,hsa:9150,0.0
D00882,DRUG_TARGET,hsa:3737,0.0
D00882,DRUG_TARGET,hsa:2595,0.0
D00882,DRUG_TARGET,hsa:9254,0.0
D00882,DRUG_TARGET,hsa:367,0.0
D00882,DRUG_TARGET,hsa:55800,0.0
D00882,DRUG_TARGET,hsa:5979,0.0
D00882,DRUG_TARGET,hsa:56922,0.0
D00882,DRUG_TARGET,hsa:3376,0.0
D00960,DRUG_TARGET,hsa:284541,0.0
D00960,DRUG_TARGET,hsa:4915,0.0
D00960,DRUG_TARGET,hsa:1585,0.0
D00960,DRUG_TARGET,hsa:5600,0.0
D00960,DRUG_TARGET,hsa:5028,0.0
D00960,DRUG_TARGET,hsa:6261,0.0
D00960,DRUG_TARGET,hsa:5152,0.0
D00960,DRUG_TARGET,hsa:6752,0.0
D00960,DRUG_TARGET,hsa:3988,0.0
D00960,DRUG_TARGET,hsa:1181,0.0
D00964,DRUG_TARGET,hsa:116444,0.0
D00964,DRUG_TARGET,hsa:2555,0.0
D00964,DRUG_TARGET,hsa:5608,0.0
D00964,DRUG_TARGET,hsa:3292,0.0
D00964,DRUG_TARGET,hsa:5515,0.0
D00964,DRUG_TARGET,hsa:3767,0.0
D00964,DRUG_TARGET,hsa:2135,0.0
D00964,DRUG_TARGET,hsa:4143,0.0
D00964,DRUG_TARGET,hsa:85313,0.0
D00964,DRUG_TARGET,hsa:4881,0.0
D01071,DRUG_TARGET,hsa:189,0.0
D01071,DRUG_TARGET,hsa:1017,0.0
D01071,DRUG_TARGET,hsa:191,0.0
D01071,DRUG_TARGET,hsa:3784,0.0
D01071,DRUG_TARGET,hsa:3747,0.0
D01071,DRUG_TARGET,hsa:147,0.0
D01071,DRUG_TARGET,hsa:6652,0.0
D01071,DRUG_TARGET,hsa:129807,0.0
D01071,DRUG_TARGET,hsa:2564,0.0
D01425,DRUG_TARGET,hsa:3002,0.0
D01425,DRUG_TARGET,hsa:2911,0.0
D01425,DRUG_TARGET,hsa:3766,0.0
D01425,DRUG_TARGET,hsa:9601,0.0
D01425,DRUG_TARGET,hsa:32,0.0
D01425,DRUG_TARGET,hsa:4986,0.0
D01425,DRUG_TARGET,hsa:6339,0.0
D01425,DRUG_TARGET,hsa:8435,0.0
D01425,DRUG_TARGET,hsa:2261,0.0
D01425,DRUG_TARGET,hsa:1645,0.0
D02451,DRUG_TARGET,hsa:64802,0.0
D02451,DRUG_TARGET,hsa:5407,0.0
D02451,DRUG_TARGET,hsa:3735,0.0
D02451,DRUG_TARGET,hsa:51172,0.0
D02451,DRUG_TARGET,hsa:3291,0.0
D02451,DRUG_TARGET,hsa:765,0.0
D02451,DRUG_TARGET,hsa:5025,0.0
D02451,DRUG_TARGET,hsa:5478,0.0
D02451,DRUG_TARGET,hsa:56660,0.0
D02451,DRUG_TARGET,hsa:2280,0.0
D03670,DRUG_TARGET,hsa:657,0.0
D03670,DRUG_TARGET,hsa:3351,0.0
D03670,DRUG_TARGET,hsa:11072,0.0
D03670,DRUG_TARGET,hsa:22954,0.0
D03670,DRUG_TARGET,hsa:3776,0.0
D03670,DRUG_TARGET,hsa:1910,0.0
D03670,DRUG_TARGET,hsa:3416,0.0
D03670,DRUG_TARGET,hsa:8435,0.0
D03778,DRUG_TARGET,hsa:50,0.0
D03778,DRUG_TARGET,hsa:5915,0.0
D03778,DRUG_TARGET,hsa:10461,0.0
D03778,DRUG_TARGET,hsa:270,0.0
D03778,DRUG_TARGET,hsa:3416,0.0
D03778,DRUG_TARGET,hsa:645,0.0
D03778,DRUG_TARGET,hsa:81033,0.0
D03778,DRUG_TARGET,hsa:9254,0.0
D03778,DRUG_TARGET,hsa:51205,0.0
D03778,DRUG_TARGET,hsa:1734,0.0
D03781,DRUG_TARGET,hsa:3359,0.0
D03781,DRUG_TARGET,hsa:5027,0.0
D03781,DRUG_TARGET,hsa:285242,0.0
D03781,DRUG_TARGET,hsa:7535,0.0
D03781,DRUG_TARGET,hsa:54577,0.0
D03781,DRUG_TARGET,hsa:5026,0.0
D03781,DRUG_TARGET,hsa:1138,0.0
D03781,DRUG_TARGET,hsa:11202,0.0
D03781,DRUG_TARGET,hsa:5024,0.0
D03781,DRUG_TARGET,hsa:670,0.0
D03784,DRUG_TARGET,hsa:3416,0.0
D03784,DRUG_TARGET,hsa:3752,0.0
D03784,DRUG_TARGET,hsa:240,0.0
D03784,DRUG_TARGET,hsa:4143,0.0
D03784,DRUG_TARGET,hsa:63036,0.0
D03784,DRUG_TARGET,hsa:56660,0.0
D03784,DRUG_TARGET,hsa:4920,0.0
D03784,DRUG_TARGET,hsa:3772,0.0
D03784,DRUG_TARGET,hsa:54577,0.0
D05353,DRUG_TARGET,hsa:9052,0.0
D05353,DRUG_TARGET,hsa:2135,0.0
D05353,DRUG_TARGET,hsa:5138,0.0
D05353,DRUG_TARGET,hsa:2045,0.0
D05353,DRUG_TARGET,hsa:1645,0.0
D05353,DRUG_TARGET,hsa:1593,0.0
D05353,DRUG_TARGET,hsa:338442,0.0
D05353,DRUG_TARGET,hsa:5729,0.0
D05353,DRUG_TARGET,hsa:3028,0.0
D05353,DRUG_TARGET,hsa:5972,0.0
D00139,DRUG_TARGET,hsa:5053,0.0
D00139,DRUG_TARGET,hsa:6339,0.0
D00139,DRUG_TARGET,hsa:285220,0.0
D00139,DRUG_TARGET,hsa:3351,0.0
D00139,DRUG_TARGET,hsa:3295,0.0
D00139,DRUG_TARGET,hsa:2066,0.0
D00139,DRUG_TARGET,hsa:5754,0.0
D00139,DRUG_TARGET,hsa:54,0.0
D00139,DRUG_TARGET,hsa:3363,0.0
D00139,DRUG_TARGET,hsa:5241,0.0
D00225,DRUG_TARGET,hsa:55902,0.0
D00225,DRUG_TARGET,hsa:55359,0.0
D00225,DRUG_TARGET,hsa:28972,0.0
D00225,DRUG_TARGET,hsa:635,0.0
D00225,DRUG_TARGET,hsa:5754,0.0
D00225,DRUG_TARGET,hsa:3782,0.0
D00225,DRUG_TARGET,hsa:10279,0.0
D00394,DRUG_TARGET,hsa:53938,0.0
D00394,DRUG_TARGET,hsa:3359,0.0
D00394,DRUG_TARGET,hsa:134,0.0
D00394,DRUG_TARGET,hsa:7155,0.0
D00394,DRUG_TARGET,hsa:90134,0.0
D00394,DRUG_TARGET,hsa:246,0.0
D00394,DRUG_TARGET,hsa:552,0.0
D00394,DRUG_TARGET,hsa:5332,0.0
D00394,DRUG_TARGET,hsa:5651,0.0
D00394,DRUG_TARGET,hsa:5731,0.0
D00528,DRUG_TARGET,hsa:93107,0.0
D00528,DRUG_TARGET,hsa:2905,0.0
D00528,DRUG_TARGET,hsa:84171,0.0
D00528,DRUG_TARGET,hsa:5724,0.0
D00528,DRUG_TARGET,hsa:6241,0.0
D00528,DRUG_TARGET,hsa:2890,0.0
D00528,DRUG_TARGET,hsa:5601,0.0
D00542,DRUG_TARGET,hsa:80824,0.0
D00542,DRUG_TARGET,hsa:2342,0.0
D00542,DRUG_TARGET,hsa:4058,0.0
D00542,DRUG_TARGET,hsa:5033,0.0
D00542,DRUG_TARGET,hsa:1431,0.0
D00542,DRUG_TARGET,hsa:765,0.0
D00542,DRUG_TARGET,hsa:5091,0.0
D00542,DRUG_TARGET,hsa:2556,0.0
D00542,DRUG_TARGET,hsa:247,0.0
D00542,DRUG_TARGET,hsa:3702,0.0
D00960,DRUG_TARGET,hsa:5408,0.0
D00960,DRUG_TARGET,hsa:11072,0.0
D00960,DRUG_TARGET,hsa:84695,0.0
D00960,DRUG_TARGET,hsa:8192,0.0
D00960,DRUG_TARGET,hsa:36,0.0
D00960,DRUG_TARGET,hsa:8654,0.0
D00960,DRUG_TARGET,hsa:27034,0.0
D00960,DRUG_TARGET,hsa:2193,0.0
D00960,DRUG_TARGET,hsa:10269,0.0
D00960,DRUG_TARGET,hsa:1583,0.0
D01425,DRUG_TARGET,hsa:552,0.0
D01425,DRUG_TARGET,hsa:5494,0.0
D01425,DRUG_TARGET,hsa:11238,0.0
D01425,DRUG_TARGET,hsa:1633,0.0
D01425,DRUG_TARGET,hsa:3716,0.0
D01425,DRUG_TARGET,hsa:7294,0.0
D01425,DRUG_TARGET,hsa:13,0.0
D01425,DRUG_TARGET,hsa:8836,0.0
D01425,DRUG_TARGET,hsa:34,0.0
D02451,DRUG_TARGET,hsa:10667,0.0
D02451,DRUG_TARGET,hsa:84152,0.0
D02451,DRUG_TARGET,hsa:6240,0.0
D02451,DRUG_TARGET,hsa:3718,0.0
D02451,DRUG_TARGET,hsa:4914,0.0
D02451,DRUG_TARGET,hsa:5916,0.0
D02451,DRUG_TARGET,hsa:7174,0.0
D02451,DRUG_TARGET,hsa:1956,0.0
D02451,DRUG_TARGET,hsa:54878,0.0
D02451,DRUG_TARGET,hsa:1141,0.0
D03670,DRUG_TARGET,hsa:3033,0.0
D03670,DRUG_TARGET,hsa:9601,0.0
D03670,DRUG_TARGET,hsa:216,0.0
D03670,DRUG_TARGET,hsa:3354,0.0
D03670,DRUG_TARGET,hsa:5322,0.0
D03670,DRUG_TARGET,hsa:3818,0.0
D03670,DRUG_TARGET,hsa:113,0.0
D03670,DRUG_TARGET,hsa:6755,0.0
D03781,DRUG_TARGET,hsa:5538,0.0
D03781,DRUG_TARGET,hsa:3291,0.0
D03781,DRUG_TARGET,hsa:5330,0.0
D03781,DRUG_TARGET,hsa:2041,0.0
D03781,DRUG_TARGET,hsa:9127,0.0
D03781,DRUG_TARGET,hsa:1360,0.0
D03781,DRUG_TARGET,hsa:3292,0.0
D03781,DRUG_TARGET,hsa:2562,0.0
D03781,DRUG_TARGET,hsa:2050,0.0
D03784,DRUG_TARGET,hsa:476,0.0
D03784,DRUG_TARGET,hsa:1436,0.0
D03784,DRUG_TARGET,hsa:4190,0.0
D03784,DRUG_TARGET,hsa:5515,0.0
D03784,DRUG_TARGET,hsa:3034,0.0
D03784,DRUG_TARGET,hsa:1593,0.0
D03784,DRUG_TARGET,hsa:6334,0.0
D03784,DRUG_TARGET,hsa:56922,0.0
D03784,DRUG_TARGET,hsa:2065,0.0
D03784,DRUG_TARGET,hsa:1956,0.0
D00139,DRUG_TARGET,hsa:4919,0.0
D00139,DRUG_TARGET,hsa:10825,0.0
D00139,DRUG_TARGET,hsa:613,0.0
D00139,DRUG_TARGET,hsa:5739,0.0
D00139,DRUG_TARGET,hsa:2906,0.0
D00139,DRUG_TARGET,hsa:3355,0.0
D00139,DRUG_TARGET,hsa:4143,0.0
D00139,DRUG_TARGET,hsa:125,0.0
D00139,DRUG_TARGET,hsa:2099,0.0
D00217,DRUG_TARGET,hsa:2908,0.0
D00217,DRUG_TARGET,hsa:1803,0.0
D00217,DRUG_TARGET,hsa:108,0.0
D00217,DRUG_TARGET,hsa:51251,0.0
D00217,DRUG_TARGET,hsa:3939,0.0
D00217,DRUG_TARGET,hsa:6768,0.0
D00217,DRUG_TARGET,hsa:2066,0.0
D00217,DRUG_TARGET,hsa:5733,0.0
D00217,DRUG_TARGET,hsa:767,0.0
D00217,DRUG_TARGET,hsa:2878,0.0
D00225,DRUG_TARGET,hsa:29968,0.0
D00225,DRUG_TARGET,hsa:1019,0.0
D00225,DRUG_TARGET,hsa:4067,0.0
D00225,DRUG_TARGET,hsa:5408,0.0
D00225,DRUG_TARGET,hsa:5241,0.0
D00225,DRUG_TARGET,hsa:8192,0.0
D00225,DRUG_TARGET,hsa:27094,0.0
D00225,DRUG_TARGET,hsa:6340,0.0
D00225,DRUG_TARGET,hsa:2743,0.0
D00225,DRUG_TARGET,hsa:29920,0.0
D00234,DRUG_TARGET,hsa:2135,0.0
D00234,DRUG_TARGET,hsa:1360,0.0
D00234,DRUG_TARGET,hsa:3778,0.0
D00234,DRUG_TARGET,hsa:100,0.0
D00234,DRUG_TARGET,hsa:558,0.0
D00234,DRUG_TARGET,hsa:783,0.0
D00234,DRUG_TARGET,hsa:7294,0.0
D00234,DRUG_TARGET,hsa:1890,0.0
D00234,DRUG_TARGET,hsa:5122,0.0
D00234,DRUG_TARGET,hsa:3359,0.0
D00274,DRUG_TARGET,hsa:11255,0.0
D00274,DRUG_TARGET,hsa:1181,0.0
D00274,DRUG_TARGET,hsa:476,0.0
D00274,DRUG_TARGET,hsa:6258,0.0
D00274,DRUG_TARGET,hsa:5138,0.0
D00274,DRUG_TARGET,hsa:5747,0.0
D00274,DRUG_TARGET,hsa:6534,0.0
D00274,DRUG_TARGET,hsa:768,0.0
D00274,DRUG_TARGET,hsa:11221,0.0
D00274,DRUG_TARGET,hsa:9934,0.0
D00283,DRUG_TARGET,hsa:6338,0.0
D00283,DRUG_TARGET,hsa:3790,0.0
D00283,DRUG_TARGET,hsa:4919,0.0
D00283,DRUG_TARGET,hsa:3067,0.0
D00283,DRUG_TARGET,hsa:4058,0.0
D00283,DRUG_TARGET,hsa:6716,0.0
D00283,DRUG_TARGET,hsa:2638,0.0
D00283,DRUG_TARGET,hsa:10924,0.0
D00283,DRUG_TARGET,hsa:1445,0.0
D00283,DRUG_TARGET,hsa:5608,0.0
D00300,DRUG_TARGET,hsa:146,0.0
D00300,DRUG_TARGET,hsa:49,0.0
D00300,DRUG_TARGET,hsa:3753,0.0
D00300,DRUG_TARGET,hsa:11072,0.0
D00300,DRUG_TARGET,hsa:1140,0.0
D00300,DRUG_TARGET,hsa:2232,0.0
D00300,DRUG_TARGET,hsa:3742,0.0
D00300,DRUG_TARGET,hsa:9388,0.0
D00300,DRUG_TARGET,hsa:5338,0.0
D00300,DRUG_TARGET,hsa:64805,0.0
D00380,DRUG_TARGET,hsa:4058,0.0
D00380,DRUG_TARGET,hsa:5468,0.0
D00380,DRUG_TARGET,hsa:155,0.0
D00380,DRUG_TARGET,hsa:9150,0.0
D00380,DRUG_TARGET,hsa:2042,0.0
D00380,DRUG_TARGET,hsa:8288,0.0
D00380,DRUG_TARGET,hsa:4143,0.0
D00380,DRUG_TARGET,hsa:2232,0.0
D00380,DRUG_TARGET,hsa:57665,0.0
D00380,DRUG_TARGET,hsa:2569,0.0
D00394,DRUG_TARGET,hsa:53,0.0
D00394,DRUG_TARGET,hsa:1025,0.0
D00394,DRUG_TARGET,hsa:3758,0.0
D00394,DRUG_TARGET,hsa:7881,0.0
D00394,DRUG_TARGET,hsa:3816,0.0
D00394,DRUG_TARGET,hsa:2051,0.0
D00394,DRUG_TARGET,hsa:3749,0.0
D00394,DRUG_TARGET,hsa:3780,0.0
D00394,DRUG_TARGET,hsa:5032,0.0
D00394,DRUG_TARGET,hsa:3747,0.0
D00410,DRUG_TARGET,hsa:3787,0.0
D00410,DRUG_TARGET,hsa:4759,0.0
D00410,DRUG_TARGET,hsa:6334,0.0
D00410,DRUG_TARGET,hsa:5537,0.0
D00410,DRUG_TARGET,hsa:56413,0.0
D00410,DRUG_TARGET,hsa:6340,0.0
D00410,DRUG_TARGET,hsa:6898,0.0
D00410,DRUG_TARGET,hsa:50484,0.0
D00410,DRUG_TARGET,hsa:170572,0.0
D00410,DRUG_TARGET,hsa:2263,0.0
D00454,DRUG_TARGET,hsa:3785,0.0
D00454,DRUG_TARGET,hsa:5550,0.0
D00454,DRUG_TARGET,hsa:5657,0.0
D00454,DRUG_TARGET,hsa:1558,0.0
D00454,DRUG_TARGET,hsa:9254,0.0
D00454,DRUG_TARGET,hsa:3769,0.0
D00454,DRUG_TARGET,hsa:31,0.0
D00454,DRUG_TARGET,hsa:4543,0.0
D00454,DRUG_TARGET,hsa:4129,0.0
D00454,DRUG_TARGET,hsa:55811,0.0
D00503,DRUG_TARGET,hsa:1816,0.0
D00503,DRUG_TARGET,hsa:1432,0.0
D00503,DRUG_TARGET,hsa:29785,0.0
D00503,DRUG_TARGET,hsa:11254,0.0
D00503,DRUG_TARGET,hsa:5335,0.0
D00503,DRUG_TARGET,hsa:54490,0.0
D00503,DRUG_TARGET,hsa:5602,0.0
D00503,DRUG_TARGET,hsa:6646,0.0
D00503,DRUG_TARGET,hsa:218,0.0
D00503,DRUG_TARGET,hsa:495,0.0
D00521,DRUG_TARGET,hsa:10327,0.0
D00521,DRUG_TARGET,hsa:1129,0.0
D00521,DRUG_TARGET,hsa:93650,0.0
D00521,DRUG_TARGET,hsa:57176,0.0
D00521,DRUG_TARGET,hsa:240,0.0
D00521,DRUG_TARGET,hsa:6257,0.0
D00521,DRUG_TARGET,hsa:6300,0.0
D00521,DRUG_TARGET,hsa:5053,0.0
D00521,DRUG_TARGET,hsa:2903,0.0
D00521,DRUG_TARGET,hsa:7372,0.0
D00528,DRUG_TARGET,hsa:495,0.0
D00528,DRUG_TARGET,hsa:7010,0.0
D00528,DRUG_TARGET,hsa:5096,0.0
D00528,DRUG_TARGET,hsa:3764,0.0
D00528,DRUG_TARGET,hsa:5476,0.0
D00528,DRUG_TARGET,hsa:3174,0.0
D00528,DRUG_TARGET,hsa:3067,0.0
D00563,DRUG_TARGET,hsa:1136,0.0
D00563,DRUG_TARGET,hsa:4543,0.0
D00563,DRUG_TARGET,hsa:1128,0.0
D00563,DRUG_TARGET,hsa:1813,0.0
D00563,DRUG_TARGET,hsa:124,0.0
D00563,DRUG_TARGET,hsa:1376,0.0
D00563,DRUG_TARGET,hsa:4548,0.0
D00563,DRUG_TARGET,hsa:1553,0.0
D00563,DRUG_TARGET,hsa:25,0.0
D00563,DRUG_TARGET,hsa:1890,0.0
D00574,DRUG_TARGET,hsa:190,0.0
D00574,DRUG_TARGET,hsa:4915,0.0
D00574,DRUG_TARGET,hsa:112,0.0
D00574,DRUG_TARGET,hsa:57105,0.0
D00574,DRUG_TARGET,hsa:35,0.0
D00574,DRUG_TARGET,hsa:4907,0.0
D00574,DRUG_TARGET,hsa:7298,0.0
D00574,DRUG_TARGET,hsa:3737,0.0
D00574,DRUG_TARGET,hsa:5050,0.0
D00574,DRUG_TARGET,hsa:4835,0.0
D00960,DRUG_TARGET,hsa:3784,0.0
D00960,DRUG_TARGET,hsa:5351,0.0
D00960,DRUG_TARGET,hsa:8912,0.0
D00960,DRUG_TARGET,hsa:27032,0.0
D00960,DRUG_TARGET,hsa:3754,0.0
D00960,DRUG_TARGET,hsa:779,0.0
D00960,DRUG_TARGET,hsa:5475,0.0
D00960,DRUG_TARGET,hsa:113,0.0
D00960,DRUG_TARGET,hsa:3818,0.0
D01164,DRUG_TARGET,hsa:5499,0.0
D01164,DRUG_TARGET,hsa:338442,0.0
D01164,DRUG_TARGET,hsa:1145,0.0
D01164,DRUG_TARGET,hsa:2902,0.0
D01164,DRUG_TARGET,hsa:116447,0.0
D01164,DRUG_TARGET,hsa:93589,0.0
D01164,DRUG_TARGET,hsa:306,0.0
D01164,DRUG_TARGET,hsa:3769,0.0
D01164,DRUG_TARGET,hsa:3781,0.0
D01164,DRUG_TARGET,hsa:4200,0.0
D01425,DRUG_TARGET,hsa:2916,0.0
D01425,DRUG_TARGET,hsa:5624,0.0
D01425,DRUG_TARGET,hsa:84171,0.0
D01425,DRUG_TARGET,hsa:6752,0.0
D01425,DRUG_TARGET,hsa:3751,0.0
D01425,DRUG_TARGET,hsa:1024,0.0
D01425,DRUG_TARGET,hsa:1384,0.0
D01425,DRUG_TARGET,hsa:2904,0.0
D01425,DRUG_TARGET,hsa:2264,0.0
D01425,DRUG_TARGET,hsa:4988,0.0
D02342,DRUG_TARGET,hsa:2903,0.0
D02342,DRUG_TARGET,hsa:84532,0.0
D02342,DRUG_TARGET,hsa:231,0.0
D02342,DRUG_TARGET,hsa:3785,0.0
D02342,DRUG_TARGET,hsa:6713,0.0
D02342,DRUG_TARGET,hsa:218,0.0
D02342,DRUG_TARGET,hsa:3818,0.0
D02342,DRUG_TARGET,hsa:3766,0.0
D02342,DRUG_TARGET,hsa:5025,0.0
D02342,DRUG_TARGET,hsa:5747,0.0
D02451,DRUG_TARGET,hsa:3290,0.0
D02451,DRUG_TARGET,hsa:54600,0.0
D02451,DRUG_TARGET,hsa:1843,0.0
D02451,DRUG_TARGET,hsa:1582,0.0
D02451,DRUG_TARGET,hsa:63036,0.0
D02451,DRUG_TARGET,hsa:472,0.0
D02451,DRUG_TARGET,hsa:6768,0.0
D02451,DRUG_TARGET,hsa:54578,0.0
D02451,DRUG_TARGET,hsa:1636,0.0
D02671,DRUG_TARGET,hsa:2099,0.0
D02671,DRUG_TARGET,hsa:1147,0.0
D02671,DRUG_TARGET,hsa:6609,0.0
D02671,DRUG_TARGET,hsa:3788,0.0
D02671,DRUG_TARGET,hsa:6256,0.0
D02671,DRUG_TARGET,hsa:765,0.0
D02671,DRUG_TARGET,hsa:3738,0.0
D02671,DRUG_TARGET,hsa:3643,0.0
D02671,DRUG_TARGET,hsa:3283,0.0
D02671,DRUG_TARGET,hsa:225689,0.0
D03778,DRUG_TARGET,hsa:3760,0.0
D03778,DRUG_TARGET,hsa:1956,0.0
D03778,DRUG_TARGET,hsa:786,0.0
D03778,DRUG_TARGET,hsa:26251,0.0
D03778,DRUG_TARGET,hsa:775,0.0
D03778,DRUG_TARGET,hsa:6328,0.0
D03778,DRUG_TARGET,hsa:9647,0.0
D03778,DRUG_TARGET,hsa:7525,0.0
D03781,DRUG_TARGET,hsa:3741,0.0
D03781,DRUG_TARGET,hsa:5860,0.0
D03781,DRUG_TARGET,hsa:55312,0.0
D03781,DRUG_TARGET,hsa:2066,0.0
D03781,DRUG_TARGET,hsa:34,0.0
D03781,DRUG_TARGET,hsa:13,0.0
D03781,DRUG_TARGET,hsa:9312,0.0
D03781,DRUG_TARGET,hsa:3710,0.0
D03781,DRUG_TARGET,hsa:3746,0.0
D03784,DRUG_TARGET,hsa:8973,0.0
D03784,DRUG_TARGET,hsa:6261,0.0
D03784,DRUG_TARGET,hsa:5149,0.0
D03784,DRUG_TARGET,hsa:5144,0.0
D03784,DRUG_TARGET,hsa:5340,0.0
D03784,DRUG_TARGET,hsa:6753,0.0
D00131,DRUG_TARGET,hsa:85313,0.0
D00131,DRUG_TARGET,hsa:1241,0.0
D00131,DRUG_TARGET,hsa:2103,0.0
D00131,DRUG_TARGET,hsa:7372,0.0
D00131,DRUG_TARGET,hsa:5338,0.0
D00131,DRUG_TARGET,hsa:1573,0.0
D00131,DRUG_TARGET,hsa:3749,0.0
D00131,DRUG_TARGET,hsa:154,0.0
D00131,DRUG_TARGET,hsa:5754,0.0
